image_filename,class,x_min,y_min,x_max,y_max
Abuse003_x264_frames_0035.jpg,Abuse,34,22,149,240
Abuse003_x264_frames_0035.jpg,Abuse,170,11,244,158
Abuse003_x264_frames_0036.jpg,Abuse,34,23,147,240
Abuse003_x264_frames_0036.jpg,Abuse,170,10,245,160
Abuse003_x264_frames_0037.jpg,Abuse,167,8,246,165
Abuse003_x264_frames_0038.jpg,Abuse,168,9,246,165
Abuse003_x264_frames_0039.jpg,Abuse,165,8,248,173
Abuse003_x264_frames_0040.jpg,Abuse,39,23,153,240
Abuse003_x264_frames_0040.jpg,Abuse,169,11,245,162
Abuse003_x264_frames_0042.jpg,Abuse,31,19,144,240
Abuse003_x264_frames_0043.jpg,Abuse,31,19,144,240
Abuse003_x264_frames_0043.jpg,Abuse,148,1,248,202
Abuse003_x264_frames_0044.jpg,Abuse,168,8,248,167
Abuse003_x264_frames_0045.jpg,Abuse,150,0,250,201
Abuse003_x264_frames_0046.jpg,Abuse,147,0,254,213
Abuse003_x264_frames_0047.jpg,Abuse,167,8,248,170
Abuse003_x264_frames_0048.jpg,Abuse,96,15,187,197
Abuse003_x264_frames_0048.jpg,Abuse,162,6,246,175
Abuse003_x264_frames_0049.jpg,Abuse,162,6,248,177
Abuse003_x264_frames_0050.jpg,Abuse,159,5,249,185
Abuse003_x264_frames_0051.jpg,Abuse,156,3,251,193
Abuse003_x264_frames_0052.jpg,Abuse,154,4,251,197
Abuse003_x264_frames_0053.jpg,Abuse,155,6,252,200
Abuse003_x264_frames_0054.jpg,Abuse,154,7,251,201
Abuse003_x264_frames_0055.jpg,Abuse,154,3,253,201
Abuse003_x264_frames_0056.jpg,Abuse,157,6,252,196
Abuse003_x264_frames_0057.jpg,Abuse,154,9,257,216
Abuse003_x264_frames_0058.jpg,Abuse,149,12,261,236
Abuse003_x264_frames_0061.jpg,Abuse,117,43,216,240
Abuse003_x264_frames_0061.jpg,Abuse,197,98,263,230
Abuse003_x264_frames_0062.jpg,Abuse,118,47,216,240
Abuse003_x264_frames_0062.jpg,Abuse,35,24,147,240
Abuse003_x264_frames_0063.jpg,Abuse,73,94,141,230
Abuse003_x264_frames_0063.jpg,Abuse,150,2,245,192
Abuse003_x264_frames_0064.jpg,Abuse,71,93,140,230
Abuse003_x264_frames_0064.jpg,Abuse,154,4,248,192
Abuse003_x264_frames_0065.jpg,Abuse,56,68,141,237
Abuse003_x264_frames_0065.jpg,Abuse,152,4,249,199
Abuse003_x264_frames_0066.jpg,Abuse,30,21,142,240
Abuse003_x264_frames_0066.jpg,Abuse,142,15,253,238
Abuse003_x264_frames_0067.jpg,Abuse,142,18,255,240
Abuse003_x264_frames_0067.jpg,Abuse,35,35,139,240
Abuse003_x264_frames_0068.jpg,Abuse,144,10,256,233
Abuse003_x264_frames_0069.jpg,Abuse,29,22,144,240
Abuse003_x264_frames_0069.jpg,Abuse,141,16,256,240
Abuse003_x264_frames_0070.jpg,Abuse,142,20,256,240
Abuse003_x264_frames_0071.jpg,Abuse,147,20,261,240
Abuse003_x264_frames_0072.jpg,Abuse,32,28,143,240
Abuse003_x264_frames_0072.jpg,Abuse,170,12,242,156
Abuse003_x264_frames_0073.jpg,Abuse,168,10,244,161
Abuse003_x264_frames_0074.jpg,Abuse,168,9,244,161
Abuse003_x264_frames_0075.jpg,Abuse,51,146,127,208
Abuse003_x264_frames_0075.jpg,Abuse,169,10,245,162
Abuse003_x264_frames_0077.jpg,Abuse,164,7,247,174
Abuse003_x264_frames_0078.jpg,Abuse,169,10,242,156
Abuse003_x264_frames_0079.jpg,Abuse,26,24,139,240
Abuse003_x264_frames_0079.jpg,Abuse,164,8,245,170
Abuse003_x264_frames_0080.jpg,Abuse,170,10,243,155
Abuse003_x264_frames_0081.jpg,Abuse,170,11,242,154
Abuse003_x264_frames_0083.jpg,Abuse,167,11,242,160
Abuse003_x264_frames_0084.jpg,Abuse,169,11,242,156
Abuse003_x264_frames_0085.jpg,Abuse,171,12,241,152
Abuse003_x264_frames_0086.jpg,Abuse,171,12,242,154
Abuse003_x264_frames_0087.jpg,Abuse,170,11,242,156
Abuse003_x264_frames_0088.jpg,Abuse,134,103,216,170
Abuse003_x264_frames_0088.jpg,Abuse,170,11,243,156
Abuse003_x264_frames_0089.jpg,Abuse,170,11,242,155
Abuse004_x264_frames_0001.jpg,Abuse,185,17,295,238
Abuse004_x264_frames_0002.jpg,Abuse,184,14,295,237
Abuse004_x264_frames_0003.jpg,Abuse,185,15,297,239
Abuse004_x264_frames_0004.jpg,Abuse,185,15,297,239
Abuse004_x264_frames_0005.jpg,Abuse,186,14,298,238
Abuse004_x264_frames_0006.jpg,Abuse,185,15,297,239
Abuse004_x264_frames_0007.jpg,Abuse,186,14,298,238
Abuse004_x264_frames_0008.jpg,Abuse,186,16,298,240
Abuse004_x264_frames_0009.jpg,Abuse,186,14,298,238
Abuse004_x264_frames_0010.jpg,Abuse,186,17,297,240
Abuse004_x264_frames_0011.jpg,Abuse,186,16,297,239
Abuse004_x264_frames_0012.jpg,Abuse,185,14,297,238
Abuse004_x264_frames_0013.jpg,Abuse,187,14,298,236
Abuse004_x264_frames_0014.jpg,Abuse,186,16,297,239
Abuse004_x264_frames_0015.jpg,Abuse,185,14,297,238
Abuse004_x264_frames_0016.jpg,Abuse,187,16,298,239
Abuse004_x264_frames_0017.jpg,Abuse,184,13,296,237
Abuse004_x264_frames_0018.jpg,Abuse,185,15,297,239
Abuse004_x264_frames_0019.jpg,Abuse,185,14,297,238
Abuse004_x264_frames_0020.jpg,Abuse,185,15,296,237
Abuse004_x264_frames_0021.jpg,Abuse,185,14,297,238
Abuse004_x264_frames_0022.jpg,Abuse,185,14,297,238
Abuse004_x264_frames_0023.jpg,Abuse,186,14,297,237
Abuse004_x264_frames_0024.jpg,Abuse,187,14,298,237
Abuse004_x264_frames_0025.jpg,Abuse,184,13,296,237
Abuse004_x264_frames_0026.jpg,Abuse,185,15,296,238
Abuse004_x264_frames_0027.jpg,Abuse,184,13,296,237
Abuse004_x264_frames_0028.jpg,Abuse,186,15,297,238
Abuse004_x264_frames_0029.jpg,Abuse,187,16,297,237
Abuse004_x264_frames_0030.jpg,Abuse,186,13,297,236
Abuse004_x264_frames_0031.jpg,Abuse,190,13,301,236
Abuse004_x264_frames_0032.jpg,Abuse,188,12,300,236
Abuse004_x264_frames_0034.jpg,Abuse,185,13,297,237
Abuse004_x264_frames_0035.jpg,Abuse,182,14,294,238
Abuse004_x264_frames_0036.jpg,Abuse,194,81,268,227
Abuse004_x264_frames_0037.jpg,Abuse,192,82,265,228
Abuse004_x264_frames_0038.jpg,Abuse,193,87,264,229
Abuse004_x264_frames_0039.jpg,Abuse,193,83,266,228
Abuse004_x264_frames_0040.jpg,Abuse,194,87,265,229
Abuse004_x264_frames_0041.jpg,Abuse,193,85,265,228
Abuse004_x264_frames_0042.jpg,Abuse,195,84,267,227
Abuse004_x264_frames_0043.jpg,Abuse,189,12,302,238
Abuse004_x264_frames_0044.jpg,Abuse,186,12,299,238
Abuse004_x264_frames_0045.jpg,Abuse,186,12,299,238
Abuse004_x264_frames_0049.jpg,Abuse,174,17,283,236
Abuse004_x264_frames_0052.jpg,Abuse,189,11,302,237
Abuse004_x264_frames_0053.jpg,Abuse,192,11,305,237
Abuse004_x264_frames_0054.jpg,Abuse,187,15,298,238
Abuse004_x264_frames_0055.jpg,Abuse,190,11,303,237
Abuse004_x264_frames_0056.jpg,Abuse,192,11,305,237
Abuse004_x264_frames_0057.jpg,Abuse,192,9,306,237
Abuse004_x264_frames_0058.jpg,Abuse,193,10,306,236
Abuse004_x264_frames_0058.jpg,Abuse,110,144,202,219
Abuse004_x264_frames_0059.jpg,Abuse,196,15,306,236
Abuse004_x264_frames_0060.jpg,Abuse,199,13,310,235
Abuse004_x264_frames_0060.jpg,Abuse,109,145,199,219
Abuse004_x264_frames_0061.jpg,Abuse,194,10,308,238
Abuse004_x264_frames_0062.jpg,Abuse,196,11,309,237
Abuse004_x264_frames_0063.jpg,Abuse,198,17,307,235
Abuse004_x264_frames_0063.jpg,Abuse,113,148,202,220
Abuse004_x264_frames_0064.jpg,Abuse,195,12,308,238
Abuse004_x264_frames_0064.jpg,Abuse,113,148,203,222
Abuse004_x264_frames_0065.jpg,Abuse,191,12,303,237
Abuse004_x264_frames_0065.jpg,Abuse,116,149,200,217
Abuse004_x264_frames_0066.jpg,Abuse,192,13,305,239
Abuse004_x264_frames_0066.jpg,Abuse,112,147,203,221
Abuse004_x264_frames_0067.jpg,Abuse,193,16,303,236
Abuse004_x264_frames_0069.jpg,Abuse,109,142,206,221
Abuse004_x264_frames_0073.jpg,Abuse,114,154,195,220
Abuse004_x264_frames_0074.jpg,Abuse,108,149,202,226
Abuse004_x264_frames_0077.jpg,Abuse,196,17,305,236
Abuse004_x264_frames_0077.jpg,Abuse,112,139,212,221
Abuse004_x264_frames_0084.jpg,Abuse,209,72,290,234
Abuse004_x264_frames_0085.jpg,Abuse,203,21,315,240
Abuse004_x264_frames_0086.jpg,Abuse,196,92,265,230
Abuse005_x264_frames_0005.jpg,Abuse,79,118,157,182
Abuse005_x264_frames_0006.jpg,Abuse,23,36,105,200
Abuse005_x264_frames_0013.jpg,Abuse,145,0,301,234
Abuse005_x264_frames_0014.jpg,Abuse,75,58,161,230
Abuse005_x264_frames_0015.jpg,Abuse,86,59,172,231
Abuse005_x264_frames_0016.jpg,Abuse,86,58,172,230
Abuse005_x264_frames_0017.jpg,Abuse,85,55,172,229
Abuse005_x264_frames_0018.jpg,Abuse,85,55,172,229
Abuse005_x264_frames_0019.jpg,Abuse,84,54,173,231
Abuse005_x264_frames_0020.jpg,Abuse,85,55,173,231
Abuse005_x264_frames_0029.jpg,Abuse,88,56,174,228
Abuse005_x264_frames_0030.jpg,Abuse,88,56,174,227
Abuse005_x264_frames_0031.jpg,Abuse,89,56,175,228
Abuse005_x264_frames_0032.jpg,Abuse,89,56,176,230
Abuse005_x264_frames_0033.jpg,Abuse,88,54,175,228
Abuse005_x264_frames_0034.jpg,Abuse,89,52,178,229
Abuse005_x264_frames_0035.jpg,Abuse,92,52,180,227
Abuse005_x264_frames_0037.jpg,Abuse,107,49,194,223
Abuse005_x264_frames_0040.jpg,Abuse,103,32,201,228
Abuse005_x264_frames_0041.jpg,Abuse,103,39,196,225
Abuse005_x264_frames_0043.jpg,Abuse,103,46,187,214
Abuse005_x264_frames_0068.jpg,Abuse,140,40,234,228
Abuse005_x264_frames_0069.jpg,Abuse,140,40,233,226
Abuse005_x264_frames_0070.jpg,Abuse,140,40,233,226
Abuse005_x264_frames_0072.jpg,Abuse,215,83,288,229
Abuse005_x264_frames_0073.jpg,Abuse,195,51,289,238
Abuse005_x264_frames_0074.jpg,Abuse,167,31,263,222
Abuse005_x264_frames_0078.jpg,Abuse,88,26,157,164
Abuse005_x264_frames_0080.jpg,Abuse,74,30,143,167
Abuse005_x264_frames_0081.jpg,Abuse,73,25,145,168
Abuse005_x264_frames_0082.jpg,Abuse,138,46,227,223
Abuse005_x264_frames_0083.jpg,Abuse,148,48,226,204
Abuse005_x264_frames_0084.jpg,Abuse,146,45,230,214
Abuse005_x264_frames_0085.jpg,Abuse,148,47,229,209
Abuse005_x264_frames_0086.jpg,Abuse,148,47,228,206
Abuse005_x264_frames_0087.jpg,Abuse,153,48,226,194
Abuse005_x264_frames_0089.jpg,Abuse,154,50,223,188
Abuse006_x264_frames_0004.jpg,Abuse,26,0,132,203
Abuse006_x264_frames_0006.jpg,Abuse,25,0,136,211
Abuse006_x264_frames_0008.jpg,Abuse,174,106,245,240
Abuse006_x264_frames_0008.jpg,Abuse,22,0,131,211
Abuse006_x264_frames_0010.jpg,Abuse,176,116,241,240
Abuse006_x264_frames_0015.jpg,Abuse,60,58,126,189
Abuse006_x264_frames_0016.jpg,Abuse,60,57,125,187
Abuse006_x264_frames_0022.jpg,Abuse,27,0,136,210
Abuse006_x264_frames_0024.jpg,Abuse,25,0,132,210
Abuse006_x264_frames_0030.jpg,Abuse,177,106,247,240
Abuse006_x264_frames_0035.jpg,Abuse,177,108,246,240
Abuse006_x264_frames_0036.jpg,Abuse,99,37,265,240
Abuse006_x264_frames_0036.jpg,Abuse,25,0,132,203
Abuse006_x264_frames_0039.jpg,Abuse,31,0,136,205
Abuse006_x264_frames_0042.jpg,Abuse,177,95,252,240
Abuse006_x264_frames_0043.jpg,Abuse,173,100,247,240
Abuse006_x264_frames_0044.jpg,Abuse,177,93,254,240
Abuse006_x264_frames_0045.jpg,Abuse,179,97,254,240
Abuse006_x264_frames_0046.jpg,Abuse,177,93,254,240
Abuse006_x264_frames_0047.jpg,Abuse,180,93,257,240
Abuse006_x264_frames_0048.jpg,Abuse,27,0,135,202
Abuse006_x264_frames_0050.jpg,Abuse,183,97,257,240
Abuse006_x264_frames_0051.jpg,Abuse,183,87,264,240
Abuse006_x264_frames_0052.jpg,Abuse,176,92,254,240
Abuse006_x264_frames_0053.jpg,Abuse,175,116,240,240
Abuse006_x264_frames_0054.jpg,Abuse,174,85,256,240
Abuse006_x264_frames_0054.jpg,Abuse,26,0,132,205
Abuse006_x264_frames_0055.jpg,Abuse,23,0,133,210
Abuse006_x264_frames_0056.jpg,Abuse,176,116,242,240
Abuse006_x264_frames_0056.jpg,Abuse,27,0,135,208
Abuse006_x264_frames_0057.jpg,Abuse,175,116,240,240
Abuse006_x264_frames_0057.jpg,Abuse,27,0,132,207
Abuse006_x264_frames_0058.jpg,Abuse,192,18,320,240
Abuse006_x264_frames_0058.jpg,Abuse,29,0,133,206
Abuse006_x264_frames_0059.jpg,Abuse,24,0,133,209
Abuse006_x264_frames_0060.jpg,Abuse,188,16,320,240
Abuse006_x264_frames_0060.jpg,Abuse,34,0,137,206
Abuse006_x264_frames_0061.jpg,Abuse,24,0,133,208
Abuse006_x264_frames_0062.jpg,Abuse,24,0,131,209
Abuse006_x264_frames_0063.jpg,Abuse,191,18,320,240
Abuse006_x264_frames_0063.jpg,Abuse,32,66,99,200
Abuse006_x264_frames_0064.jpg,Abuse,173,102,246,240
Abuse006_x264_frames_0064.jpg,Abuse,33,1,136,207
Abuse006_x264_frames_0065.jpg,Abuse,175,96,251,240
Abuse006_x264_frames_0065.jpg,Abuse,23,0,132,210
Abuse006_x264_frames_0066.jpg,Abuse,175,98,250,240
Abuse006_x264_frames_0066.jpg,Abuse,26,0,138,212
Abuse006_x264_frames_0067.jpg,Abuse,176,106,247,240
Abuse006_x264_frames_0067.jpg,Abuse,25,0,136,211
Abuse006_x264_frames_0068.jpg,Abuse,184,111,251,240
Abuse006_x264_frames_0068.jpg,Abuse,37,10,133,201
Abuse006_x264_frames_0069.jpg,Abuse,182,112,248,240
Abuse006_x264_frames_0069.jpg,Abuse,27,0,134,208
Abuse006_x264_frames_0070.jpg,Abuse,186,112,253,240
Abuse006_x264_frames_0070.jpg,Abuse,27,67,95,203
Abuse006_x264_frames_0071.jpg,Abuse,175,108,245,240
Abuse006_x264_frames_0071.jpg,Abuse,22,0,132,210
Abuse006_x264_frames_0072.jpg,Abuse,176,106,247,240
Abuse006_x264_frames_0072.jpg,Abuse,23,0,135,212
Abuse006_x264_frames_0073.jpg,Abuse,24,0,134,210
Abuse006_x264_frames_0074.jpg,Abuse,172,96,248,240
Abuse006_x264_frames_0074.jpg,Abuse,21,0,132,210
Abuse006_x264_frames_0075.jpg,Abuse,174,100,249,240
Abuse006_x264_frames_0075.jpg,Abuse,29,0,137,209
Abuse006_x264_frames_0076.jpg,Abuse,171,101,243,240
Abuse006_x264_frames_0076.jpg,Abuse,26,0,134,210
Abuse006_x264_frames_0077.jpg,Abuse,180,106,250,240
Abuse006_x264_frames_0077.jpg,Abuse,39,18,130,201
Abuse006_x264_frames_0078.jpg,Abuse,178,108,248,240
Abuse006_x264_frames_0078.jpg,Abuse,24,0,134,211
Abuse006_x264_frames_0079.jpg,Abuse,174,105,246,240
Abuse006_x264_frames_0079.jpg,Abuse,28,0,133,208
Abuse006_x264_frames_0080.jpg,Abuse,175,106,246,240
Abuse006_x264_frames_0080.jpg,Abuse,23,0,132,211
Abuse006_x264_frames_0081.jpg,Abuse,26,0,132,207
Abuse006_x264_frames_0082.jpg,Abuse,172,102,245,240
Abuse006_x264_frames_0082.jpg,Abuse,35,4,134,203
Abuse006_x264_frames_0083.jpg,Abuse,234,114,300,240
Abuse006_x264_frames_0083.jpg,Abuse,180,115,246,240
Abuse006_x264_frames_0083.jpg,Abuse,24,0,132,211
Abuse006_x264_frames_0084.jpg,Abuse,173,100,247,240
Abuse006_x264_frames_0084.jpg,Abuse,26,0,131,207
Abuse006_x264_frames_0085.jpg,Abuse,173,99,247,240
Abuse006_x264_frames_0085.jpg,Abuse,28,0,135,208
Abuse006_x264_frames_0086.jpg,Abuse,173,95,250,240
Abuse006_x264_frames_0086.jpg,Abuse,34,8,132,205
Abuse006_x264_frames_0087.jpg,Abuse,174,98,248,240
Abuse006_x264_frames_0087.jpg,Abuse,24,0,132,207
Abuse006_x264_frames_0088.jpg,Abuse,174,98,248,240
Abuse006_x264_frames_0088.jpg,Abuse,27,0,136,210
Abuse006_x264_frames_0089.jpg,Abuse,172,97,247,240
Abuse006_x264_frames_0089.jpg,Abuse,25,0,134,208
Abuse007_x264_frames_0002.jpg,Abuse,0,27,101,233
Abuse007_x264_frames_0003.jpg,Abuse,0,12,110,240
Abuse007_x264_frames_0004.jpg,Abuse,22,30,128,240
Abuse007_x264_frames_0005.jpg,Abuse,17,15,126,234
Abuse007_x264_frames_0006.jpg,Abuse,20,43,106,215
Abuse007_x264_frames_0007.jpg,Abuse,27,33,115,208
Abuse007_x264_frames_0008.jpg,Abuse,26,31,116,211
Abuse007_x264_frames_0009.jpg,Abuse,23,34,119,225
Abuse007_x264_frames_0010.jpg,Abuse,44,40,136,224
Abuse007_x264_frames_0011.jpg,Abuse,40,32,140,233
Abuse007_x264_frames_0012.jpg,Abuse,19,31,120,233
Abuse007_x264_frames_0013.jpg,Abuse,40,42,135,231
Abuse007_x264_frames_0014.jpg,Abuse,31,41,128,236
Abuse007_x264_frames_0015.jpg,Abuse,37,38,136,237
Abuse007_x264_frames_0016.jpg,Abuse,25,16,133,232
Abuse007_x264_frames_0017.jpg,Abuse,52,45,146,233
Abuse007_x264_frames_0018.jpg,Abuse,51,15,159,232
Abuse007_x264_frames_0019.jpg,Abuse,30,14,139,233
Abuse007_x264_frames_0020.jpg,Abuse,10,14,119,233
Abuse007_x264_frames_0021.jpg,Abuse,60,58,150,237
Abuse007_x264_frames_0022.jpg,Abuse,55,13,167,237
Abuse007_x264_frames_0023.jpg,Abuse,64,59,153,237
Abuse007_x264_frames_0024.jpg,Abuse,65,55,157,238
Abuse007_x264_frames_0025.jpg,Abuse,65,56,155,236
Abuse007_x264_frames_0026.jpg,Abuse,62,56,152,236
Abuse007_x264_frames_0027.jpg,Abuse,59,59,148,237
Abuse007_x264_frames_0028.jpg,Abuse,0,16,109,234
Abuse007_x264_frames_0029.jpg,Abuse,4,16,114,236
Abuse007_x264_frames_0030.jpg,Abuse,4,15,112,232
Abuse007_x264_frames_0031.jpg,Abuse,0,60,81,231
Abuse007_x264_frames_0032.jpg,Abuse,45,50,139,238
Abuse007_x264_frames_0033.jpg,Abuse,22,48,112,228
Abuse007_x264_frames_0034.jpg,Abuse,33,38,134,240
Abuse007_x264_frames_0035.jpg,Abuse,29,34,130,237
Abuse007_x264_frames_0036.jpg,Abuse,36,31,139,238
Abuse007_x264_frames_0037.jpg,Abuse,40,29,143,235
Abuse007_x264_frames_0038.jpg,Abuse,49,33,149,233
Abuse007_x264_frames_0039.jpg,Abuse,39,24,141,228
Abuse007_x264_frames_0040.jpg,Abuse,43,25,143,225
Abuse007_x264_frames_0041.jpg,Abuse,48,22,145,216
Abuse007_x264_frames_0042.jpg,Abuse,44,23,141,218
Abuse007_x264_frames_0043.jpg,Abuse,40,20,137,214
Abuse007_x264_frames_0044.jpg,Abuse,46,25,137,208
Abuse007_x264_frames_0045.jpg,Abuse,78,77,148,216
Abuse007_x264_frames_0046.jpg,Abuse,80,80,148,216
Abuse007_x264_frames_0047.jpg,Abuse,43,20,133,199
Abuse007_x264_frames_0048.jpg,Abuse,39,23,129,203
Abuse007_x264_frames_0049.jpg,Abuse,43,29,131,205
Abuse007_x264_frames_0050.jpg,Abuse,2,18,108,231
Abuse007_x264_frames_0051.jpg,Abuse,4,19,110,232
Abuse007_x264_frames_0052.jpg,Abuse,5,20,110,230
Abuse007_x264_frames_0053.jpg,Abuse,12,31,110,228
Abuse007_x264_frames_0053.jpg,Abuse,131,19,179,116
Abuse007_x264_frames_0054.jpg,Abuse,17,36,112,227
Abuse007_x264_frames_0054.jpg,Abuse,134,24,212,180
Abuse007_x264_frames_0055.jpg,Abuse,22,38,116,226
Abuse007_x264_frames_0055.jpg,Abuse,132,25,209,178
Abuse007_x264_frames_0056.jpg,Abuse,21,37,115,226
Abuse007_x264_frames_0056.jpg,Abuse,130,23,207,176
Abuse007_x264_frames_0057.jpg,Abuse,18,28,118,228
Abuse007_x264_frames_0057.jpg,Abuse,131,24,206,174
Abuse007_x264_frames_0058.jpg,Abuse,15,19,120,229
Abuse007_x264_frames_0059.jpg,Abuse,17,16,122,226
Abuse007_x264_frames_0060.jpg,Abuse,21,17,120,216
Abuse007_x264_frames_0061.jpg,Abuse,22,16,121,213
Abuse007_x264_frames_0062.jpg,Abuse,22,16,124,220
Abuse007_x264_frames_0063.jpg,Abuse,20,13,124,221
Abuse007_x264_frames_0064.jpg,Abuse,45,78,117,221
Abuse007_x264_frames_0065.jpg,Abuse,62,19,161,218
Abuse007_x264_frames_0066.jpg,Abuse,15,17,119,226
Abuse007_x264_frames_0067.jpg,Abuse,23,23,119,214
Abuse007_x264_frames_0068.jpg,Abuse,25,26,121,218
Abuse007_x264_frames_0069.jpg,Abuse,22,26,119,220
Abuse007_x264_frames_0070.jpg,Abuse,21,24,120,223
Abuse007_x264_frames_0071.jpg,Abuse,17,17,119,222
Abuse007_x264_frames_0072.jpg,Abuse,65,26,158,212
Abuse007_x264_frames_0073.jpg,Abuse,50,31,133,198
Abuse007_x264_frames_0074.jpg,Abuse,41,26,129,202
Abuse007_x264_frames_0075.jpg,Abuse,48,34,132,202
Abuse007_x264_frames_0076.jpg,Abuse,42,28,132,207
Abuse007_x264_frames_0077.jpg,Abuse,43,28,132,207
Abuse007_x264_frames_0078.jpg,Abuse,41,30,133,213
Abuse007_x264_frames_0078.jpg,Abuse,133,22,211,178
Abuse007_x264_frames_0079.jpg,Abuse,42,29,137,218
Abuse007_x264_frames_0080.jpg,Abuse,42,32,140,229
Abuse007_x264_frames_0081.jpg,Abuse,50,39,145,228
Abuse007_x264_frames_0082.jpg,Abuse,52,43,147,233
Abuse007_x264_frames_0083.jpg,Abuse,53,48,147,235
Abuse007_x264_frames_0084.jpg,Abuse,53,49,147,237
Abuse007_x264_frames_0084.jpg,Abuse,131,20,183,124
Abuse007_x264_frames_0085.jpg,Abuse,57,37,156,235
Abuse007_x264_frames_0086.jpg,Abuse,7,0,159,228
Abuse007_x264_frames_0087.jpg,Abuse,82,12,191,231
Abuse007_x264_frames_0088.jpg,Abuse,85,12,197,236
Abuse007_x264_frames_0089.jpg,Abuse,43,61,129,233
Abuse007_x264_frames_0089.jpg,Abuse,125,20,190,151
Abuse009_x264_frames_0001.jpg,Abuse,105,50,180,200
Abuse009_x264_frames_0002.jpg,Abuse,107,50,182,201
Abuse009_x264_frames_0004.jpg,Abuse,100,52,173,198
Abuse009_x264_frames_0008.jpg,Abuse,134,91,211,240
Abuse009_x264_frames_0008.jpg,Abuse,192,80,308,176
Abuse009_x264_frames_0008.jpg,Abuse,46,0,118,135
Abuse009_x264_frames_0016.jpg,Abuse,0,50,102,203
Abuse009_x264_frames_0017.jpg,Abuse,181,70,281,220
Abuse009_x264_frames_0018.jpg,Abuse,0,43,116,217
Abuse009_x264_frames_0019.jpg,Abuse,0,44,116,218
Abuse009_x264_frames_0020.jpg,Abuse,0,45,112,213
Abuse009_x264_frames_0021.jpg,Abuse,0,45,114,216
Abuse009_x264_frames_0022.jpg,Abuse,0,42,120,222
Abuse009_x264_frames_0023.jpg,Abuse,0,41,122,224
Abuse009_x264_frames_0024.jpg,Abuse,0,40,124,226
Abuse009_x264_frames_0025.jpg,Abuse,0,42,120,222
