image_filename,class,x_min,y_min,x_max,y_max
Armas de Fuego_0006.jpeg,Armas de Fuego,5,286,23,389
Armas de Fuego_0006.jpeg,Armas de Fuego,672,290,760,371
Armas de Fuego_0006.jpeg,Armas de Fuego,641,0,760,348
Armas de Fuego_0006.jpeg,Armas de Fuego,567,163,580,207
Armas de Fuego_0006.jpeg,Armas de Fuego,552,114,611,163
Armas de Fuego_0006.jpeg,Armas de Fuego,0,55,18,128
Armas de Fuego_0006.jpeg,Armas de Fuego,587,0,638,21
Armas de Fuego_0007.jpeg,Armas de Fuego,0,43,474,361
Armas de Fuego_0008.jpg,Armas de Fuego,0,178,1024,800
Armas de Fuego_0008.jpg,Armas de Fuego,966,157,1013,177
Armas de Fuego_0008.jpg,Armas de Fuego,644,6,1024,168
Armas de Fuego_0008.jpg,Armas de Fuego,7,0,85,14
Armas de Fuego_0009.jpg,Armas de Fuego,0,0,323,147
Armas de Fuego_0010.jpg,Armas de Fuego,0,115,135,168
Armas de Fuego_0010.jpg,Armas de Fuego,34,86,119,118
Armas de Fuego_0011.jpg,Armas de Fuego,0,21,275,139
Armas de Fuego_0012.jpg,Armas de Fuego,10,10,248,185
Armas de Fuego_0013.jpg,Armas de Fuego,0,0,183,262
Armas de Fuego_0014.jpg,Armas de Fuego,10,10,173,265
Armas de Fuego_0015.jpg,Armas de Fuego,10,10,290,158
Armas de Fuego_0016.jpg,Armas de Fuego,0,0,323,147
Armas de Fuego_0017.jpg,Armas de Fuego,0,0,309,122
Armas de Fuego_0018.jpg,Armas de Fuego,0,140,62,181
Armas de Fuego_0018.jpg,Armas de Fuego,0,20,278,181
Armas de Fuego_0018.jpg,Armas de Fuego,29,2,64,19
Armas de Fuego_0019.jpg,Armas de Fuego,35,0,612,408
Armas de Fuego_0020.jpg,Armas de Fuego,0,40,293,118
Armas de Fuego_0021.jpg,Armas de Fuego,10,10,258,178
Armas de Fuego_0022.jpg,Armas de Fuego,105,112,195,151
Armas de Fuego_0022.jpg,Armas de Fuego,0,60,70,111
Armas de Fuego_0022.jpg,Armas de Fuego,120,53,203,102
Armas de Fuego_0022.jpg,Armas de Fuego,233,40,256,74
Armas de Fuego_0022.jpg,Armas de Fuego,0,9,102,49
Armas de Fuego_0023.jpg,Armas de Fuego,209,70,290,156
Armas de Fuego_0023.jpg,Armas de Fuego,46,0,134,28
Armas de Fuego_0024.jpg,Armas de Fuego,10,10,283,162
Armas de Fuego_0025.jpg,Armas de Fuego,10,10,338,135
Armas de Fuego_0026.jpg,Armas de Fuego,0,10,294,172
Armas de Fuego_0027.jpg,Armas de Fuego,7,88,239,211
Armas de Fuego_0027.jpg,Armas de Fuego,0,0,31,35
Armas de Fuego_0028.jpg,Armas de Fuego,256,88,280,110
Armas de Fuego_0029.jpg,Armas de Fuego,0,157,51,168
Armas de Fuego_0030.jpg,Armas de Fuego,19,8,304,159
Armas de Fuego_0031.jpg,Armas de Fuego,74,122,169,156
Armas de Fuego_0031.jpg,Armas de Fuego,183,116,324,156
Armas de Fuego_0031.jpg,Armas de Fuego,12,0,324,93
Armas de Fuego_0032.jpg,Armas de Fuego,0,45,225,179
Armas de Fuego_0033.jpg,Armas de Fuego,13,37,291,136
Armas de Fuego_0034.jpg,Armas de Fuego,0,48,279,136
Armas de Fuego_0035.jpg,Armas de Fuego,0,13,259,179
Armas de Fuego_0036.jpg,Armas de Fuego,0,0,341,138
Armas de Fuego_0037.jpg,Armas de Fuego,10,10,290,158
Armas de Fuego_0038.jpg,Armas de Fuego,186,126,206,170
Armas de Fuego_0038.jpg,Armas de Fuego,249,121,271,162
Armas de Fuego_0038.jpg,Armas de Fuego,0,119,156,160
Armas de Fuego_0038.jpg,Armas de Fuego,0,79,168,121
Armas de Fuego_0038.jpg,Armas de Fuego,0,0,244,114
Armas de Fuego_0038.jpg,Armas de Fuego,237,34,265,108
Armas de Fuego_0038.jpg,Armas de Fuego,273,72,296,108
Armas de Fuego_0039.jpg,Armas de Fuego,10,10,290,158
Armas de Fuego_0040.jpg,Armas de Fuego,0,19,303,166
Armas de Fuego_0041.jpg,Armas de Fuego,10,10,284,162
Armas de Fuego_0042.jpg,Armas de Fuego,0,40,293,118
Armas de Fuego_0043.jpg,Armas de Fuego,580,621,615,640
Armas de Fuego_0043.jpg,Armas de Fuego,0,356,541,640
Armas de Fuego_0043.jpg,Armas de Fuego,565,597,594,611
Armas de Fuego_0043.jpg,Armas de Fuego,0,0,640,361
Armas de Fuego_0044.jpg,Armas de Fuego,0,569,171,640
Armas de Fuego_0044.jpg,Armas de Fuego,222,594,334,640
Armas de Fuego_0044.jpg,Armas de Fuego,338,620,385,640
Armas de Fuego_0044.jpg,Armas de Fuego,92,429,208,632
Armas de Fuego_0044.jpg,Armas de Fuego,336,571,369,614
Armas de Fuego_0044.jpg,Armas de Fuego,613,581,640,603
Armas de Fuego_0044.jpg,Armas de Fuego,245,509,371,603
Armas de Fuego_0044.jpg,Armas de Fuego,435,568,477,600
Armas de Fuego_0044.jpg,Armas de Fuego,385,540,408,586
Armas de Fuego_0044.jpg,Armas de Fuego,365,549,395,571
Armas de Fuego_0044.jpg,Armas de Fuego,220,507,245,553
Armas de Fuego_0044.jpg,Armas de Fuego,373,485,403,547
Armas de Fuego_0044.jpg,Armas de Fuego,421,525,443,547
Armas de Fuego_0044.jpg,Armas de Fuego,397,501,435,523
Armas de Fuego_0044.jpg,Armas de Fuego,349,477,379,507
Armas de Fuego_0044.jpg,Armas de Fuego,237,445,275,491
Armas de Fuego_0044.jpg,Armas de Fuego,269,461,315,491
Armas de Fuego_0044.jpg,Armas de Fuego,365,453,403,483
Armas de Fuego_0044.jpg,Armas de Fuego,397,437,419,467
Armas de Fuego_0044.jpg,Armas de Fuego,149,381,219,467
Armas de Fuego_0044.jpg,Armas de Fuego,6,429,43,459
Armas de Fuego_0044.jpg,Armas de Fuego,269,421,291,443
Armas de Fuego_0044.jpg,Armas de Fuego,229,413,267,443
Armas de Fuego_0044.jpg,Armas de Fuego,37,413,67,435
Armas de Fuego_0044.jpg,Armas de Fuego,261,373,306,419
Armas de Fuego_0044.jpg,Armas de Fuego,37,389,83,419
Armas de Fuego_0044.jpg,Armas de Fuego,61,325,107,411
Armas de Fuego_0044.jpg,Armas de Fuego,245,389,267,411
Armas de Fuego_0044.jpg,Armas de Fuego,5,357,35,379
Armas de Fuego_0044.jpg,Armas de Fuego,21,229,91,379
Armas de Fuego_0044.jpg,Armas de Fuego,140,251,262,376
Armas de Fuego_0044.jpg,Armas de Fuego,0,285,19,363
Armas de Fuego_0044.jpg,Armas de Fuego,103,322,127,352
Armas de Fuego_0044.jpg,Armas de Fuego,117,285,139,307
Armas de Fuego_0044.jpg,Armas de Fuego,157,229,179,259
Armas de Fuego_0044.jpg,Armas de Fuego,85,237,107,259
Armas de Fuego_0044.jpg,Armas de Fuego,513,202,576,247
Armas de Fuego_0044.jpg,Armas de Fuego,109,165,195,243
Armas de Fuego_0044.jpg,Armas de Fuego,69,181,99,235
Armas de Fuego_0044.jpg,Armas de Fuego,29,181,67,219
Armas de Fuego_0044.jpg,Armas de Fuego,181,149,203,179
Armas de Fuego_0044.jpg,Armas de Fuego,456,136,496,177
Armas de Fuego_0044.jpg,Armas de Fuego,101,126,131,171
Armas de Fuego_0044.jpg,Armas de Fuego,133,109,179,162
Armas de Fuego_0044.jpg,Armas de Fuego,405,113,435,151
Armas de Fuego_0044.jpg,Armas de Fuego,325,117,355,147
Armas de Fuego_0044.jpg,Armas de Fuego,173,117,202,147
Armas de Fuego_0044.jpg,Armas de Fuego,485,96,500,129
Armas de Fuego_0044.jpg,Armas de Fuego,333,77,403,123
Armas de Fuego_0044.jpg,Armas de Fuego,554,97,605,123
Armas de Fuego_0044.jpg,Armas de Fuego,271,87,297,110
Armas de Fuego_0044.jpg,Armas de Fuego,157,77,187,107
Armas de Fuego_0044.jpg,Armas de Fuego,189,42,251,89
Armas de Fuego_0044.jpg,Armas de Fuego,309,61,339,83
Armas de Fuego_0044.jpg,Armas de Fuego,269,45,291,67
Armas de Fuego_0044.jpg,Armas de Fuego,597,23,627,59
Armas de Fuego_0044.jpg,Armas de Fuego,573,0,595,34
Armas de Fuego_0044.jpg,Armas de Fuego,469,0,496,27
Armas de Fuego_0044.jpg,Armas de Fuego,405,0,454,27
Armas de Fuego_0044.jpg,Armas de Fuego,610,0,640,19
Armas de Fuego_0045.jpg,Armas de Fuego,153,598,546,632
Armas de Fuego_0045.jpg,Armas de Fuego,0,553,152,614
Armas de Fuego_0045.jpg,Armas de Fuego,208,0,640,606
Armas de Fuego_0045.jpg,Armas de Fuego,0,0,59,227
Armas de Fuego_0046.jpg,Armas de Fuego,0,579,640,640
Armas de Fuego_0046.jpg,Armas de Fuego,0,61,640,640
Armas de Fuego_0047.jpg,Armas de Fuego,0,439,567,640
Armas de Fuego_0047.jpg,Armas de Fuego,0,0,640,578
Armas de Fuego_0048.jpg,Armas de Fuego,409,599,640,640
Armas de Fuego_0048.jpg,Armas de Fuego,0,562,18,587
Armas de Fuego_0048.jpg,Armas de Fuego,516,394,572,407
Armas de Fuego_0048.jpg,Armas de Fuego,325,282,640,389
Armas de Fuego_0048.jpg,Armas de Fuego,276,229,309,349
Armas de Fuego_0048.jpg,Armas de Fuego,572,205,604,289
Armas de Fuego_0049.jpg,Armas de Fuego,0,0,120,640
Armas de Fuego_0049.jpg,Armas de Fuego,126,0,640,640
Armas de Fuego_0050.jpg,Armas de Fuego,375,579,457,640
Armas de Fuego_0050.jpg,Armas de Fuego,0,0,558,640
Armas de Fuego_0050.jpg,Armas de Fuego,514,422,640,593
Armas de Fuego_0051.jpg,Armas de Fuego,572,574,617,640
Armas de Fuego_0051.jpg,Armas de Fuego,118,0,640,640
Armas de Fuego_0051.jpg,Armas de Fuego,72,490,89,640
Armas de Fuego_0051.jpg,Armas de Fuego,13,565,39,594
Armas de Fuego_0051.jpg,Armas de Fuego,0,0,125,486
Armas de Fuego_0052.jpg,Armas de Fuego,10,10,630,630
Armas de Fuego_0053.jpg,Armas de Fuego,0,106,59,640
Armas de Fuego_0053.jpg,Armas de Fuego,65,511,174,640
Armas de Fuego_0053.jpg,Armas de Fuego,177,593,233,640
Armas de Fuego_0053.jpg,Armas de Fuego,225,577,273,623
Armas de Fuego_0053.jpg,Armas de Fuego,539,577,558,603
Armas de Fuego_0053.jpg,Armas de Fuego,197,461,339,587
Armas de Fuego_0053.jpg,Armas de Fuego,173,533,203,579
Armas de Fuego_0053.jpg,Armas de Fuego,621,549,640,579
Armas de Fuego_0053.jpg,Armas de Fuego,549,437,640,571
Armas de Fuego_0053.jpg,Armas de Fuego,481,476,569,545
Armas de Fuego_0053.jpg,Armas de Fuego,61,445,91,514
Armas de Fuego_0053.jpg,Armas de Fuego,212,431,254,467
Armas de Fuego_0053.jpg,Armas de Fuego,183,401,224,421
Armas de Fuego_0053.jpg,Armas de Fuego,57,383,71,421
Armas de Fuego_0053.jpg,Armas de Fuego,611,349,640,415
Armas de Fuego_0053.jpg,Armas de Fuego,240,376,267,399
Armas de Fuego_0053.jpg,Armas de Fuego,514,360,566,394
Armas de Fuego_0053.jpg,Armas de Fuego,434,334,463,370
Armas de Fuego_0053.jpg,Armas de Fuego,276,215,470,309
Armas de Fuego_0053.jpg,Armas de Fuego,53,0,83,21
Armas de Fuego_0054.jpg,Armas de Fuego,37,0,640,640
Armas de Fuego_0055.jpg,Armas de Fuego,493,605,530,640
Armas de Fuego_0055.jpg,Armas de Fuego,576,46,640,640
Armas de Fuego_0055.jpg,Armas de Fuego,0,592,246,640
Armas de Fuego_0055.jpg,Armas de Fuego,397,582,442,640
Armas de Fuego_0055.jpg,Armas de Fuego,113,0,640,640
Armas de Fuego_0055.jpg,Armas de Fuego,70,496,116,515
Armas de Fuego_0055.jpg,Armas de Fuego,71,442,120,464
Armas de Fuego_0055.jpg,Armas de Fuego,33,349,52,407
Armas de Fuego_0055.jpg,Armas de Fuego,0,0,57,216
Armas de Fuego_0056.jpg,Armas de Fuego,317,607,372,640
Armas de Fuego_0056.jpg,Armas de Fuego,54,535,84,640
Armas de Fuego_0056.jpg,Armas de Fuego,30,123,639,640
Armas de Fuego_0057.jpg,Armas de Fuego,585,595,628,640
Armas de Fuego_0057.jpg,Armas de Fuego,0,595,34,636
Armas de Fuego_0057.jpg,Armas de Fuego,0,157,27,185
Armas de Fuego_0058.jpg,Armas de Fuego,32,71,576,640
Armas de Fuego_0058.jpg,Armas de Fuego,592,525,640,640
Armas de Fuego_0058.jpg,Armas de Fuego,584,501,617,528
Armas de Fuego_0058.jpg,Armas de Fuego,569,353,640,424
Armas de Fuego_0058.jpg,Armas de Fuego,197,42,264,75
Armas de Fuego_0058.jpg,Armas de Fuego,15,26,53,56
Armas de Fuego_0058.jpg,Armas de Fuego,330,22,389,51
Armas de Fuego_0058.jpg,Armas de Fuego,0,3,17,37
Armas de Fuego_0058.jpg,Armas de Fuego,36,0,107,24
Armas de Fuego_0058.jpg,Armas de Fuego,272,0,313,14
Armas de Fuego_0059.jpg,Armas de Fuego,179,56,640,640
Armas de Fuego_0059.jpg,Armas de Fuego,0,52,297,238
Armas de Fuego_0059.jpg,Armas de Fuego,0,0,22,29
Armas de Fuego_0060.jpg,Armas de Fuego,25,35,612,604
Armas de Fuego_0061.jpg,Armas de Fuego,346,605,363,640
Armas de Fuego_0061.jpg,Armas de Fuego,0,20,624,618
Armas de Fuego_0062.jpg,Armas de Fuego,133,589,182,640
Armas de Fuego_0062.jpg,Armas de Fuego,461,597,499,640
Armas de Fuego_0062.jpg,Armas de Fuego,0,27,581,590
Armas de Fuego_0062.jpg,Armas de Fuego,589,110,640,290
Armas de Fuego_0063.jpg,Armas de Fuego,126,0,640,640
Armas de Fuego_0063.jpg,Armas de Fuego,93,351,125,393
Armas de Fuego_0063.jpg,Armas de Fuego,3,51,79,86
Armas de Fuego_0063.jpg,Armas de Fuego,88,37,140,72
Armas de Fuego_0064.jpg,Armas de Fuego,239,582,640,640
Armas de Fuego_0064.jpg,Armas de Fuego,0,0,147,631
Armas de Fuego_0064.jpg,Armas de Fuego,64,0,591,596
Armas de Fuego_0064.jpg,Armas de Fuego,613,0,640,42
Armas de Fuego_0065.jpg,Armas de Fuego,99,573,134,615
Armas de Fuego_0065.jpg,Armas de Fuego,0,12,603,565
Armas de Fuego_0066.jpg,Armas de Fuego,19,28,640,640
Armas de Fuego_0067.jpg,Armas de Fuego,50,0,640,640
Armas de Fuego_0067.jpg,Armas de Fuego,0,525,43,579
Armas de Fuego_0067.jpg,Armas de Fuego,5,298,29,336
Armas de Fuego_0067.jpg,Armas de Fuego,0,150,19,183
Armas de Fuego_0068.jpg,Armas de Fuego,10,10,630,630
Armas de Fuego_0069.jpg,Armas de Fuego,7,74,640,640
Armas de Fuego_0069.jpg,Armas de Fuego,548,17,595,81
Armas de Fuego_0069.jpg,Armas de Fuego,225,0,316,14
Armas de Fuego_0070.jpg,Armas de Fuego,0,15,616,617
Armas de Fuego_0071.jpg,Armas de Fuego,549,724,600,900
Armas de Fuego_0071.jpg,Armas de Fuego,544,558,692,900
Armas de Fuego_0071.jpg,Armas de Fuego,27,809,129,887
Armas de Fuego_0071.jpg,Armas de Fuego,1162,720,1199,853
Armas de Fuego_0071.jpg,Armas de Fuego,1052,706,1111,831
Armas de Fuego_0071.jpg,Armas de Fuego,945,682,1031,767
Armas de Fuego_0071.jpg,Armas de Fuego,837,688,945,751
Armas de Fuego_0071.jpg,Armas de Fuego,736,709,789,723
Armas de Fuego_0071.jpg,Armas de Fuego,84,0,835,711
Armas de Fuego_0071.jpg,Armas de Fuego,642,70,1200,698
Armas de Fuego_0071.jpg,Armas de Fuego,0,184,84,423
Armas de Fuego_0071.jpg,Armas de Fuego,0,140,44,175
Armas de Fuego_0071.jpg,Armas de Fuego,8,0,49,104
Armas de Fuego_0071.jpg,Armas de Fuego,859,0,935,52
Armas de Fuego_0071.jpg,Armas de Fuego,1111,0,1155,27
Armas de Fuego_0072.jpg,Armas de Fuego,0,0,460,300
Armas de Fuego_0072.jpg,Armas de Fuego,582,231,650,267
Armas de Fuego_0072.jpg,Armas de Fuego,599,198,642,226
Armas de Fuego_0072.jpg,Armas de Fuego,599,0,650,163
Armas de Fuego_0072.jpg,Armas de Fuego,473,0,566,31
Contundentes_0000.jpeg,Contundentes,13,13,466,458
Contundentes_0001.png,Contundentes,0,74,46,160
Contundentes_0001.png,Contundentes,5,70,220,158
Contundentes_0002.jpg,Contundentes,0,39,225,225
Contundentes_0003.jpg,Contundentes,0,68,225,165
Contundentes_0004.jpg,Contundentes,5,45,225,179
Contundentes_0005.jpg,Contundentes,10,13,231,209
Contundentes_0006.jpg,Contundentes,27,0,191,225
Contundentes_0007.jpg,Contundentes,10,8,143,326
Contundentes_0008.jpg,Contundentes,0,0,249,183
Contundentes_0009.jpg,Contundentes,10,30,202,215
Contundentes_0010.jpg,Contundentes,50,0,238,183
Contundentes_0011.jpg,Contundentes,169,119,191,166
Contundentes_0011.jpg,Contundentes,208,45,300,143
Contundentes_0011.jpg,Contundentes,55,94,94,140
Contundentes_0011.jpg,Contundentes,35,39,77,80
Contundentes_0011.jpg,Contundentes,221,0,300,73
Contundentes_0011.jpg,Contundentes,116,27,164,46
Contundentes_0011.jpg,Contundentes,154,0,210,28
Contundentes_0011.jpg,Contundentes,37,0,69,24
Contundentes_0012.jpg,Contundentes,59,0,156,225
Contundentes_0013.jpg,Contundentes,46,0,135,255
Contundentes_0014.jpg,Contundentes,147,107,263,192
Contundentes_0014.jpg,Contundentes,0,0,96,93
Contundentes_0015.jpg,Contundentes,0,27,204,168
Contundentes_0016.jpg,Contundentes,10,10,256,179
Contundentes_0017.jpg,Contundentes,7,0,218,225
Contundentes_0018.jpg,Contundentes,0,21,275,163
Contundentes_0019.jpg,Contundentes,107,0,118,225
Contundentes_0019.jpg,Contundentes,84,0,140,225
Contundentes_0020.jpg,Contundentes,13,0,177,285
Contundentes_0020.jpg,Contundentes,0,92,14,136
Contundentes_0021.jpg,Contundentes,10,10,193,238
Contundentes_0022.jpg,Contundentes,7,69,224,139
Contundentes_0023.jpg,Contundentes,10,10,215,215
Contundentes_0024.jpg,Contundentes,7,0,180,228
Contundentes_0025.jpg,Contundentes,5,13,251,183
Contundentes_0026.jpg,Contundentes,0,68,183,275
Contundentes_0027.jpg,Contundentes,0,17,237,213
Contundentes_0028.jpg,Contundentes,10,10,215,215
Contundentes_0029.jpg,Contundentes,0,39,225,196
Contundentes_0030.jpg,Contundentes,0,29,225,218
Contundentes_0031.jpg,Contundentes,0,13,204,242
Contundentes_0032.jpg,Contundentes,185,194,217,233
Contundentes_0033.jpg,Contundentes,194,201,225,225
Contundentes_0033.jpg,Contundentes,0,127,225,225
Contundentes_0033.jpg,Contundentes,176,72,225,154
Contundentes_0033.jpg,Contundentes,0,0,225,115
Contundentes_0034.jpg,Contundentes,10,10,214,214
Contundentes_0035.jpg,Contundentes,9,12,200,229
Contundentes_0036.jpg,Contundentes,11,10,216,233
Contundentes_0037.jpg,Contundentes,48,0,91,299
Contundentes_0037.jpg,Contundentes,0,279,22,299
Contundentes_0037.jpg,Contundentes,36,0,168,299
Contundentes_0038.jpg,Contundentes,25,0,275,183
Contundentes_0039.jpg,Contundentes,16,9,267,148
Contundentes_0040.jpg,Contundentes,0,46,128,194
Contundentes_0040.jpg,Contundentes,219,170,259,194
Contundentes_0040.jpg,Contundentes,174,129,216,161
Contundentes_0040.jpg,Contundentes,56,0,259,100
Contundentes_0041.jpg,Contundentes,263,75,376,102
Contundentes_0042.jpg,Contundentes,165,141,218,170
Contundentes_0042.jpg,Contundentes,21,45,52,66
Contundentes_0043.jpg,Contundentes,22,11,330,124
Contundentes_0043.jpg,Contundentes,361,17,393,47
Contundentes_0044.jpg,Contundentes,214,140,253,163
Contundentes_0045.jpg,Contundentes,19,0,288,171
Contundentes_0046.jpg,Contundentes,71,0,153,214
Contundentes_0047.jpg,Contundentes,5,5,225,219
Contundentes_0048.jpg,Contundentes,0,112,148,225
Contundentes_0048.jpg,Contundentes,5,29,211,211
Contundentes_0049.jpg,Contundentes,0,0,145,89
Contundentes_0050.jpg,Contundentes,12,0,211,219
Contundentes_0051.png,Contundentes,0,23,197,231
Contundentes_0052.jpg,Contundentes,794,343,1000,706
Contundentes_0052.jpg,Contundentes,146,598,202,705
Contundentes_0052.jpg,Contundentes,248,638,285,705
Contundentes_0052.jpg,Contundentes,642,676,664,697
Contundentes_0052.jpg,Contundentes,328,500,372,623
Contundentes_0052.jpg,Contundentes,0,411,63,453
Contundentes_0052.jpg,Contundentes,0,372,25,399
Contundentes_0052.jpg,Contundentes,273,304,293,374
Contundentes_0052.jpg,Contundentes,241,261,272,353
De control_0000.jpeg,De control,61,0,166,225
De control_0001.jpeg,De control,0,0,63,241
De control_0001.jpeg,De control,85,77,209,219
De control_0002.jpeg,De control,77,13,155,219
De control_0003.jpeg,De control,94,0,147,183
De control_0003.jpeg,De control,79,0,238,183
De control_0004.jpeg,De control,58,0,168,225
De control_0005.jpeg,De control,10,13,209,218
De control_0006.jpeg,De control,68,0,157,225
De control_0007.jpeg,De control,47,0,187,225
De control_0008.jpeg,De control,41,13,199,225
De control_0009.jpeg,De control,0,42,217,168
De control_0009.jpeg,De control,261,41,281,114
De control_0009.jpeg,De control,89,22,138,54
De control_0009.jpeg,De control,61,0,75,43
De control_0009.jpeg,De control,109,0,196,42
De control_0010.jpeg,De control,0,37,138,277
De control_0011.jpeg,De control,7,23,225,203
De control_0012.jpeg,De control,62,0,300,168
De control_0012.jpeg,De control,15,128,54,168
De control_0012.jpeg,De control,9,25,71,41
De control_0013.jpeg,De control,86,0,147,225
De control_0014.jpeg,De control,51,14,179,225
De control_0015.jpeg,De control,65,0,225,225
De control_0015.jpeg,De control,27,149,70,183
De control_0015.jpeg,De control,13,55,66,105
De control_0016.jpeg,De control,61,0,148,225
De control_0016.jpeg,De control,0,5,26,34
De control_0016.jpeg,De control,29,5,58,26
De control_0017.jpeg,De control,0,97,120,183
De control_0017.jpeg,De control,158,114,213,183
De control_0017.jpeg,De control,210,167,275,183
De control_0017.jpeg,De control,0,0,275,159
De control_0018.jpeg,De control,0,13,225,215
De control_0019.jpeg,De control,27,0,166,259
De control_0020.jpeg,De control,71,0,153,225
De control_0021.jpeg,De control,0,0,140,237
De control_0021.jpeg,De control,156,121,212,237
De control_0022.jpeg,De control,28,29,196,211
De control_0023.jpeg,De control,15,17,167,270
De control_0024.jpeg,De control,161,186,194,225
De control_0024.jpeg,De control,54,184,80,216
De control_0024.jpeg,De control,0,0,225,189
De control_0025.jpeg,De control,45,14,211,211
De control_0026.jpeg,De control,10,10,215,215
De control_0027.jpeg,De control,67,0,157,225
De control_0028.jpeg,De control,58,0,225,225
De control_0028.jpeg,De control,0,0,75,145
De control_0029.jpeg,De control,0,5,164,179
De control_0030.jpeg,De control,139,195,225,225
De control_0030.jpeg,De control,0,26,144,225
De control_0030.jpeg,De control,157,99,225,149
De control_0030.jpeg,De control,142,4,171,33
De control_0030.jpeg,De control,180,0,225,20
De control_0031.jpeg,De control,58,8,246,183
De control_0031.jpeg,De control,0,101,23,183
De control_0032.jpeg,De control,68,0,157,225
De control_0033.jpeg,De control,0,205,210,227
De control_0033.jpeg,De control,0,13,210,208
De control_0034.jpeg,De control,0,16,225,212
De control_0035.jpeg,De control,57,0,172,222
De control_0036.jpeg,De control,37,77,163,171
De control_0037.jpeg,De control,68,0,157,225
De control_0038.jpeg,De control,69,0,162,225
De control_0039.jpeg,De control,65,0,199,194
De control_0040.jpeg,De control,0,8,225,207
De control_0041.jpeg,De control,0,60,227,219
De control_0042.jpeg,De control,10,10,255,180
De control_0043.jpeg,De control,18,0,271,186
De control_0044.jpeg,De control,23,0,134,322
De control_0045.jpeg,De control,57,0,300,168
De control_0045.jpeg,De control,0,16,30,99
De control_0046.jpeg,De control,5,5,243,203
De control_0047.jpeg,De control,60,0,148,240
De control_0047.jpeg,De control,157,213,210,240
De control_0047.jpeg,De control,189,181,210,218
De control_0047.jpeg,De control,157,165,178,186
De control_0047.jpeg,De control,149,29,210,178
De control_0048.jpeg,De control,69,0,155,225
De control_0049.jpeg,De control,53,5,160,307
De control_0049.jpeg,De control,0,141,51,163
De control_0050.png,De control,9,67,165,225
De control_0050.png,De control,171,48,209,83
De control_0050.png,De control,147,22,181,59
De control_0051.jpeg,De control,0,32,190,240
De control_0052.jpeg,De control,61,150,116,183
De control_0052.jpeg,De control,0,0,275,123
De control_0053.jpeg,De control,0,13,299,168
De control_0054.jpeg,De control,0,0,280,168
De control_0054.jpeg,De control,274,149,300,168
De control_0055.jpeg,De control,0,16,259,194
De control_0055.jpeg,De control,141,0,259,19
De control_0056.jpeg,De control,11,61,170,225
De control_0056.jpeg,De control,189,189,223,225
De control_0056.jpeg,De control,173,112,225,141
De control_0056.jpeg,De control,160,63,215,96
De control_0056.jpeg,De control,0,0,35,34
De control_0057.jpeg,De control,12,12,225,225
De control_0058.jpeg,De control,17,0,310,163
De control_0059.jpeg,De control,53,51,158,203
De control_0060.jpeg,De control,53,0,300,168
De control_0060.jpeg,De control,0,71,34,120
De control_0061.jpeg,De control,0,20,285,177
De control_0062.jpeg,De control,45,5,147,227
De control_0063.jpeg,De control,0,17,238,181
De control_0063.jpeg,De control,208,0,279,32
De control_0063.jpeg,De control,0,0,29,27
De control_0064.jpeg,De control,91,173,187,182
De control_0064.jpeg,De control,13,27,233,158
De control_0065.jpeg,De control,0,26,257,174
De control_0066.jpeg,De control,29,29,203,187
De control_0067.jpeg,De control,0,0,190,168
